symbol,sector,industry,trades,p_lvl,adv_lvl
DNMR,Basic Materials,Specialty Chemicals,41,2,1
JHG,Financial Services,Asset Management,41,2,1
CIICU,Financial Services,Shell Companies,41,2,0
INTZ,Technology,SoftwareÑApplication,41,2,0
VECO,Technology,Semiconductor Equipment & Materials,41,2,1
WCN,Industrials,Waste Management,41,3,1
AFG,Financial Services,InsuranceÑProperty & Casualty,41,3,1
BURL,Consumer Cyclical,Apparel Retail,41,4,1
WST,Healthcare,Medical Instruments & Supplies,41,4,0
QK,Real Estate,Real Estate Services,40,0,0
BTN,Consumer Cyclical,Leisure,40,0,0
COMS,Communication Services,Telecom Services,40,1,0
SPE,Financial Services,Asset Management,40,1,0
MLP,Real Estate,Real EstateÑDevelopment,40,1,0
TTMI,Technology,Electronic Components,40,1,2
MAGS,Industrials,Security & Protection Services,40,1,0
LFVN,Consumer Defensive,Packaged Foods,40,1,0
KIO,Financial Services,Asset Management,40,1,0
SBS,Utilities,UtilitiesÑRegulated Water,40,1,2
TMST,Basic Materials,Steel,40,1,1
RPLA,Financial Services,Shell Companies,40,1,1
PDT,Financial Services,Asset Management,40,1,0
NBSE,Healthcare,Biotechnology,40,1,1
JRSH,Consumer Cyclical,Apparel Manufacturing,40,1,0
GHG,Consumer Cyclical,Lodging,40,1,0
TBPH,Healthcare,Biotechnology,40,1,1
PROS,Financial Services,InsuranceÑSpecialty,40,1,0
CADE,Financial Services,BanksÑRegional,40,1,2
FHI,Financial Services,Asset Management,40,2,1
BHF,Financial Services,InsuranceÑLife,40,2,1
SP,Industrials,Specialty Business Services,40,2,0
SHYF,Industrials,Farm & Heavy Construction Machinery,40,2,0
LSXMK,Communication Services,Broadcasting,40,2,1
CATM,Industrials,Business Equipment & Supplies,40,2,1
FREQ,Healthcare,Biotechnology,40,2,0
PKO,Financial Services,Asset Management,40,2,0
LPX,Industrials,Building Products & Equipment,40,2,1
PCAR,Industrials,Farm & Heavy Construction Machinery,40,3,2
J,Industrials,Engineering & Construction,40,3,1
MKTX,Financial Services,Capital Markets,40,4,0
PBTS,Technology,SoftwareÑApplication,39,0,0
NVFY,Consumer Cyclical,"Furnishings, Fixtures & Appliances",39,0,0
PSHG,Industrials,Marine Shipping,39,1,1
SY,Healthcare,Health Information Services,39,1,1
BBDC,Financial Services,Credit Services,39,1,0
FCO,Financial Services,Asset Management,39,1,0
NZF,Financial Services,Asset Management,39,1,0
KRG,Real Estate,REITÑRetail,39,1,1
CDXS,Healthcare,Biotechnology,39,2,1
WDR,Financial Services,Asset Management,39,2,1
NC,Energy,Thermal Coal,39,2,0
GCO,Consumer Cyclical,Apparel Retail,39,2,0
COLL,Healthcare,Drug ManufacturersÑSpecialty & Generic,39,2,0
HQH,Financial Services,Asset Management,39,2,0
SRLP,Energy,Oil & Gas Refining & Marketing,39,2,0
ATLC,Financial Services,Credit Services,39,2,0
NWE,Utilities,UtilitiesÑDiversified,39,2,0
BSY,Technology,SoftwareÑApplication,39,2,1
UHS,Healthcare,Medical Care Facilities,39,3,1
PAR,Technology,SoftwareÑApplication,39,3,0
EEFT,Technology,SoftwareÑInfrastructure,39,3,0
CDW,Technology,Information Technology Services,39,4,1
MFG,Financial Services,BanksÑRegional,38,0,0
OPNT,Healthcare,Biotechnology,38,1,0
JEQ,Financial Services,Asset Management,38,1,0
ZEUS,Basic Materials,Steel,38,1,0
DMO,Financial Services,Asset Management,38,1,0
EDUC,Communication Services,Publishing,38,1,0
CLAR,Consumer Cyclical,Leisure,38,1,0
IDT,Communication Services,Telecom Services,38,1,0
GBDC,Financial Services,Asset Management,38,1,1
LILA,Communication Services,Telecom Services,38,1,1
CEM,Financial Services,Asset Management,38,2,0
KRA,Basic Materials,Specialty Chemicals,38,2,0
TYG,Financial Services,Asset Management,38,2,0
IR,Industrials,Specialty Industrial Machinery,38,2,2
TBI,Industrials,Staffing & Employment Services,38,2,0
MD,Healthcare,Medical Care Facilities,38,2,1
CLPT,Healthcare,Medical Devices,38,2,0
KLIC,Technology,Semiconductor Equipment & Materials,38,2,1
ARCE,Consumer Defensive,Education & Training Services,38,2,0
AKRO,Healthcare,Biotechnology,38,2,0
NOMD,Consumer Defensive,Packaged Foods,38,2,1
OMCL,Healthcare,Health Information Services,38,3,0
PATK,Consumer Cyclical,Recreational Vehicles,38,3,0
WD,Financial Services,Mortgage Finance,38,3,0
BEAT,Healthcare,Diagnostics & Research,38,3,1
AGM,Financial Services,Credit Services,38,3,0
JLL,Real Estate,Real Estate Services,38,4,1
DECK,Consumer Cyclical,Footwear & Accessories,38,4,0
FI,Energy,Oil & Gas Equipment & Services,37,0,1
FTK,Energy,Oil & Gas Equipment & Services,37,0,1
PME,Consumer Defensive,Farm Products,37,0,0
LODE,Real Estate,Real Estate Services,37,0,2
GGT,Financial Services,Asset Management,37,1,0
ADXN,Healthcare,Biotechnology,37,1,0
AUTL,Healthcare,Biotechnology,37,1,0
NTP,Real Estate,Real Estate Services,37,1,0
RCS,Financial Services,Asset Management,37,1,0
WTTR,Energy,Oil & Gas Equipment & Services,37,1,1
FCT,Financial Services,Asset Management,37,1,0
VNCE,Consumer Cyclical,Apparel Manufacturing,37,1,0
BMA,Financial Services,BanksÑRegional,37,1,1
MCY,Financial Services,InsuranceÑProperty & Casualty,37,2,0
RDVT,Technology,SoftwareÑApplication,37,2,0
KFRC,Industrials,Staffing & Employment Services,37,2,0
ALVR,Healthcare,Biotechnology,37,2,0
BTT,Financial Services,Asset Management,37,2,0
SWTX,Healthcare,Biotechnology,37,3,0
SAIC,Technology,Information Technology Services,37,3,0
BKH,Utilities,UtilitiesÑDiversified,37,3,0
STE,Healthcare,Medical Instruments & Supplies,37,4,0
ARE,Real Estate,REITÑOffice,37,4,1
EPAM,Technology,Information Technology Services,37,4,0
YPF,Energy,Oil & Gas Integrated,36,0,1
BBDO,Financial Services,BanksÑRegional,36,0,0
BGI,Consumer Cyclical,Luxury Goods,36,0,1
CCRC,Technology,Information Technology Services,36,0,0
PPR,Financial Services,Asset Management,36,0,0
BGSF,Industrials,Staffing & Employment Services,36,1,0
HYI,Financial Services,Asset Management,36,1,0
DGNR,Financial Services,Shell Companies,36,1,0
OPRT,Financial Services,Credit Services,36,1,0
CCRN,Industrials,Staffing & Employment Services,36,1,1
MFIN,Financial Services,Credit Services,36,1,0
TUFN,Technology,SoftwareÑInfrastructure,36,1,1
LILAK,Communication Services,Telecom Services,36,1,1
UDR,Real Estate,REITÑResidential,36,2,2
DRNA,Healthcare,Biotechnology,36,2,1
MSB,Basic Materials,Steel,36,2,0
AXS,Financial Services,InsuranceÑProperty & Casualty,36,2,0
TPH,Consumer Cyclical,Residential Construction,36,2,1
JYNT,Healthcare,Medical Care Facilities,36,2,0
FBC,Financial Services,BanksÑRegional,36,2,1
QURE,Healthcare,Biotechnology,36,2,1
HCSG,Healthcare,Medical Care Facilities,36,2,1
LZB,Consumer Cyclical,"Furnishings, Fixtures & Appliances",36,2,0
INGR,Consumer Defensive,Packaged Foods,36,3,1
PRAH,Healthcare,Diagnostics & Research,36,3,0
ETR,Utilities,UtilitiesÑDiversified,36,3,1
AZPN,Technology,SoftwareÑApplication,36,4,0
ORLY,Consumer Cyclical,Specialty Retail,36,4,1
EXTN,Energy,Oil & Gas Equipment & Services,35,0,0
DYNT,Healthcare,Medical Devices,35,0,0
MNDO,Technology,SoftwareÑApplication,35,0,0
BGIO,Financial Services,Asset Management,35,1,0
DGNS,Financial Services,Shell Companies,35,1,1
GSIT,Technology,Semiconductors,35,1,0
XPOA,Financial Services,Shell Companies,35,1,1
STXS,Healthcare,Medical Instruments & Supplies,35,1,0
FSD,Financial Services,Asset Management,35,1,0
LOCO,Consumer Cyclical,Restaurants,35,1,1
ALIM,Healthcare,Drug ManufacturersÑSpecialty & Generic,35,1,0
OTIC,Healthcare,Biotechnology,35,1,1
DISCK,Communication Services,Entertainment,35,2,2
SNP,Energy,Oil & Gas Integrated,35,2,0
YORW,Utilities,UtilitiesÑRegulated Water,35,2,0
TARS,Healthcare,Biotechnology,35,2,0
BIVI,Healthcare,Biotechnology,35,2,0
ASIX,Basic Materials,Chemicals,35,2,0
CVBF,Financial Services,BanksÑRegional,35,2,0
APLS,Healthcare,Biotechnology,35,2,1
SAR,Financial Services,Asset Management,35,2,0
NBACU,Financial Services,Shell Companies,35,2,0
CIB,Financial Services,BanksÑRegional,35,2,0
PHAT,Healthcare,Biotechnology,35,2,0
BATRK,Communication Services,Entertainment,35,2,0
ABM,Industrials,Specialty Business Services,35,2,0
APEI,Consumer Defensive,Education & Training Services,35,2,0
VBF,Financial Services,Asset Management,35,2,0
FFC,Financial Services,Asset Management,35,2,0
JAZZ,Healthcare,Biotechnology,35,4,1
SANW,Consumer Defensive,Farm Products,34,0,0
GLDG,Basic Materials,Gold,34,0,1
PTPI,Healthcare,Biotechnology,34,0,0
TPHS,Real Estate,Real EstateÑDiversified,34,0,0
UROV,Healthcare,Biotechnology,34,1,1
GDP,Energy,Oil & Gas E&P,34,1,0
EPIX,Healthcare,Biotechnology,34,1,0
SCWX,Technology,SoftwareÑInfrastructure,34,1,0
GSL,Industrials,Marine Shipping,34,1,1
LLIT,Healthcare,Medical Devices,34,1,1
KEP,Utilities,UtilitiesÑRegulated Electric,34,1,0
NRP,Energy,Thermal Coal,34,1,0
UE,Real Estate,REITÑDiversified,34,1,2
PRMW,Consumer Defensive,BeveragesÑNon-Alcoholic,34,1,2
BGX,Financial Services,Asset Management,34,1,0
GBS,Healthcare,Medical Devices,34,1,1
HTY,Financial Services,Asset Management,34,1,0
EBIX,Technology,SoftwareÑApplication,34,2,0
CUTR,Healthcare,Medical Devices,34,2,0
PEG,Utilities,UtilitiesÑDiversified,34,2,2
NLSN,Industrials,Consulting Services,34,2,2
VERX,Technology,SoftwareÑApplication,34,2,0
MSGM,Communication Services,Electronic Gaming & Multimedia,34,2,0
CUBI,Financial Services,BanksÑRegional,34,2,0
BBN,Financial Services,Asset Management,34,2,0
MNSO,Consumer Cyclical,Specialty Retail,34,2,1
GEF,Consumer Cyclical,Packaging & Containers,34,2,0
DEI,Real Estate,REITÑOffice,34,2,1
FMS,Healthcare,Medical Care Facilities,34,2,0
BOOM,Energy,Oil & Gas Equipment & Services,34,2,0
RAVN,Industrials,Specialty Industrial Machinery,34,2,0
MAA,Real Estate,REITÑResidential,34,3,1
PKX,Basic Materials,Steel,34,3,0
ALE,Utilities,UtilitiesÑDiversified,34,3,0
BIO,Healthcare,Medical Devices,34,4,0
ARTW,Industrials,Farm & Heavy Construction Machinery,33,0,0
GSV,Basic Materials,Gold,33,0,1
JOB,Industrials,Staffing & Employment Services,33,0,1
WOW,Communication Services,Entertainment,33,1,1
MRC,Energy,Oil & Gas Equipment & Services,33,1,1
SYTA,Technology,Communication Equipment,33,1,0
PAE,Industrials,Specialty Business Services,33,1,1
DLHC,Industrials,Specialty Business Services,33,1,0
NCV,Financial Services,Asset Management,33,1,1
SBLK,Industrials,Marine Shipping,33,1,1
LFTR,Financial Services,Shell Companies,33,1,1
OACB,Financial Services,Shell Companies,33,1,0
XENE,Healthcare,Biotechnology,33,1,0
UTI,Consumer Defensive,Education & Training Services,33,1,0
GTH,Healthcare,Diagnostics & Research,33,2,0
EVT,Financial Services,Asset Management,33,2,0
RLMD,Healthcare,Drug ManufacturersÑSpecialty & Generic,33,2,0
NKTX,Healthcare,Biotechnology,33,2,0
CTO,Financial,Real Estate Development,33,2,0
ZEAL,Healthcare,Biotechnology,33,2,0
ALGS,Healthcare,Biotechnology,33,2,0
SQZ,Healthcare,Biotechnology,33,2,0
THS,Consumer Defensive,Packaged Foods,33,2,1
PRFT,Technology,Information Technology Services,33,3,0
PRLD,Healthcare,Biotechnology,33,3,0
BH,Consumer Cyclical,Restaurants,33,3,0
NPK,Industrials,Aerospace & Defense,33,3,0
KRNT,Industrials,Specialty Industrial Machinery,33,3,0
DLB,Technology,Information Technology Services,33,3,1
BGNE,Healthcare,Biotechnology,33,4,0
HELE,Consumer Defensive,Household & Personal Products,33,4,0
BLD,Industrials,Engineering & Construction,33,4,0
VRSN,Technology,SoftwareÑInfrastructure,33,4,1
CYAN,Consumer Defensive,Packaged Foods,32,0,0
MIN,Financial Services,Asset Management,32,0,0
RCG,Financial Services,Asset Management,32,0,0
HKIB,Financial Services,Capital Markets,32,1,0
EFT,Financial Services,Asset Management,32,1,0
BGH,Financial Services,Asset Management,32,1,0
DMB,Financial Services,Asset Management,32,1,0
KVHI,Technology,Communication Equipment,32,1,0
OFS,Financial Services,Asset Management,32,1,0
BRT,Real Estate,REITÑResidential,32,1,0
TEAF,Financial Services,Asset Management,32,1,0
SPLP,Industrials,Conglomerates,32,1,0
CLPR,Real Estate,REITÑDiversified,32,1,0
CXP,Real Estate,REITÑOffice,32,1,1
PGZ,Financial Services,Asset Management,32,1,0
HTBK,Financial Services,BanksÑRegional,32,1,0
APSG,Financial Services,Shell Companies,32,1,1
LCY,Financial Services,Shell Companies,32,1,1
RMM,Financial Services,Asset Management,32,1,0
QUOT,Communication Services,Advertising Agencies,32,1,1
SLGL,Healthcare,Biotechnology,32,1,0
AKR,Real Estate,REITÑRetail,32,1,1
IMTX,Healthcare,Biotechnology,32,1,0
WRE,Real Estate,REITÑOffice,32,2,0
GNTX,Consumer Cyclical,Auto Parts,32,2,1
ECOL,Industrials,Waste Management,32,2,0
NJR,Utilities,UtilitiesÑRegulated Gas,32,2,1
ADNT,Consumer Cyclical,Auto Parts,32,2,1
CBT,Basic Materials,Specialty Chemicals,32,2,0
SCVL,Consumer Cyclical,Apparel Retail,32,2,0
KRON,Healthcare,Biotechnology,32,2,0
BDSX,Healthcare,Diagnostics & Research,32,2,0
RELX,Communication Services,Publishing,32,2,1
TRN,Industrials,Railroads,32,2,1
TCP,Energy,Oil & Gas Midstream,32,2,0
SFNC,Financial Services,BanksÑRegional,32,2,1
PSN,Industrials,Specialty Industrial Machinery,32,2,0
FLXS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",32,2,0
FMC,Basic Materials,Agricultural Inputs,32,3,1
DIOD,Technology,Semiconductors,32,3,0
TNC,Industrials,Specialty Industrial Machinery,32,3,0
ROG,Technology,Electronic Components,32,4,0
CACC,Financial Services,Credit Services,32,4,0
LIXT,Healthcare,Biotechnology,31,0,0
SRGA,Healthcare,Medical Devices,31,0,1
MHLD,Financial Services,InsuranceÑReinsurance,31,0,0
LND,Consumer Defensive,Farm Products,31,0,0
VSTA,Consumer Defensive,Education & Training Services,31,1,0
EBF,Industrials,Business Equipment & Supplies,31,1,0
PMF,Financial Services,Asset Management,31,1,0
AGCUU,Financial Services,Shell Companies,31,1,0
CMPI,Healthcare,Biotechnology,31,1,0
KDNY,Healthcare,Biotechnology,31,1,0
TEX,Industrials,Farm & Heavy Construction Machinery,31,2,1
HEES,Industrials,Rental & Leasing Services,31,2,0
PGTI,Industrials,Building Products & Equipment,31,2,0
PLRX,Healthcare,Biotechnology,31,2,0
MEOH,Basic Materials,Chemicals,31,2,0
FGEN,Healthcare,Biotechnology,31,2,1
WERN,Industrials,Trucking,31,2,1
SHSP,Technology,SoftwareÑApplication,31,2,0
MEG,Industrials,Waste Management,31,2,0
MMYT,Consumer Cyclical,Travel Services,31,2,0
BALY,Consumer Cyclical,Resorts & Casinos,31,2,0
KB,Financial Services,BanksÑRegional,31,2,0
ACTCU,Financial Services,Shell Companies,31,2,0
SEE,Consumer Cyclical,Packaging & Containers,31,2,1
RDUS,Healthcare,Drug ManufacturersÑSpecialty & Generic,31,2,0
AVNW,Technology,Communication Equipment,31,2,0
AAON,Industrials,Building Products & Equipment,31,3,0
AGCO,Industrials,Farm & Heavy Construction Machinery,31,3,1
INCY,Healthcare,Biotechnology,31,3,1
CBOE,Financial Services,Financial Data & Stock Exchanges,31,3,1
CRI,Consumer Cyclical,Apparel Retail,31,3,1
SR,Utilities,UtilitiesÑRegulated Gas,31,3,0
SBNY,Financial Services,BanksÑRegional,31,4,1
EFX,Industrials,Consulting Services,31,4,1
FUND,Financial Services,Asset Management,30,1,0
FLNG,Energy,Oil & Gas Midstream,30,1,0
AAME,Financial Services,InsuranceÑLife,30,1,2
HPI,Financial Services,Asset Management,30,1,0
LUMO,Healthcare,Biotechnology,30,1,0
BV,Industrials,Specialty Business Services,30,1,1
JTD,Financial Services,Asset Management,30,1,0
BFI,Consumer Cyclical,Restaurants,30,1,1
AGLE,Healthcare,Biotechnology,30,1,0
TSRI,Technology,SoftwareÑApplication,30,1,0
KBAL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",30,1,1
NEA,Financial Services,Asset Management,30,1,1
BCC,Basic Materials,Lumber & Wood Production,30,2,0
NWN,Utilities,UtilitiesÑRegulated Gas,30,2,0
EOS,Financial Services,Asset Management,30,2,0
AXTA,Basic Materials,Specialty Chemicals,30,2,2
IIIV,Technology,Information Technology Services,30,2,0
LARK,Financial Services,BanksÑRegional,30,2,0
STTK,Healthcare,Biotechnology,30,2,0
RCEL,Healthcare,Medical Devices,30,2,0
TPTX,Healthcare,Biotechnology,30,3,0
WK,Technology,SoftwareÑApplication,30,3,0
BPOP,Financial Services,BanksÑRegional,30,3,1
MDC,Consumer Cyclical,Residential Construction,30,3,1
CMP,Basic Materials,Other Industrial Metals & Mining,30,3,0
COO,Healthcare,Medical Instruments & Supplies,30,4,0
VVR,Financial Services,Asset Management,29,0,1
SELF,Real Estate,REITÑIndustrial,29,0,0
STAR,Real Estate,REITÑDiversified,29,1,1
AGRO,Consumer Defensive,Farm Products,29,1,1
SPNE,Healthcare,Medical Devices,29,1,0
APEN,Healthcare,Medical Devices,29,1,0
MSGN,Communication Services,Entertainment,29,1,1
KW,Real Estate,Real Estate Services,29,1,1
MFV,Financial Services,Asset Management,29,1,0
FTF,Financial Services,Asset Management,29,1,0
VIV,Communication Services,Telecom Services,29,1,2
EXD,Financial Services,Asset Management,29,1,0
PAYA,Technology,SoftwareÑApplication,29,1,1
LEAP,Financial Services,Shell Companies,29,1,0
LOGC,Healthcare,Biotechnology,29,1,0
CNCE,Healthcare,Biotechnology,29,1,1
WPP,Communication Services,Advertising Agencies,29,2,0
FOCS,Financial Services,Capital Markets,29,2,0
NSA,Real Estate,REITÑIndustrial,29,2,0
LASR,Technology,Semiconductors,29,2,0
VXZ, , ,29,2,0
OPRX,Healthcare,Health Information Services,29,2,0
NIE,Financial Services,Asset Management,29,2,0
CLII,Financial Services,Shell Companies,29,2,1
BUI,Financial Services,Asset Management,29,2,0
LAMR,Real Estate,REITÑSpecialty,29,3,1
ES,Utilities,UtilitiesÑRegulated Electric,29,3,1
MRCY,Industrials,Aerospace & Defense,29,3,0
SRCL,Industrials,Waste Management,29,3,1
PEN,Healthcare,Medical Devices,29,4,1
SSY,Healthcare,Pharmaceutical Retailers,28,0,0
ALOT,Technology,Computer Hardware,28,1,0
LGL,Technology,Electronic Components,28,1,0
PSTL,Real Estate,REITÑOffice,28,1,0
CALB,Financial Services,BanksÑRegional,28,1,0
HBB,Technology,Consumer Electronics,28,1,0
NXJ,Financial Services,Asset Management,28,1,0
GB,Technology,Information Technology Services,28,1,0
TDW,Energy,Oil & Gas Equipment & Services,28,1,0
MCBC,Financial Services,BanksÑRegional,28,1,0
APYX,Healthcare,Medical Devices,28,1,0
ETB,Financial Services,Asset Management,28,1,0
ISD,Financial Services,Asset Management,28,1,0
CMLF,Financial Services,Shell Companies,28,1,1
LGI,Financial Services,Asset Management,28,1,0
NYC,Real Estate,REITÑOffice,28,1,0
ROCH,Financial Services,Shell Companies,28,2,0
FRHC,Financial Services,Capital Markets,28,2,1
TMDX,Healthcare,Medical Devices,28,2,0
ESNT,Financial Services,Mortgage Finance,28,2,1
